seed,artifact,artifact_type,pyc_path,python_tag,magic_number,bytes
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test___name___4ea241b6002822f3.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test___name___4ea241b6002822f3.pyc,cpython-38,3413,689
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test___qualname___eb0a4a95207dc22b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test___qualname___eb0a4a95207dc22b.pyc,cpython-38,3413,994
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test_blank_func_defaults_75035ea439c0b8c4.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test_blank_func_defaults_75035ea439c0b8c4.pyc,cpython-38,3413,469
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test_cell_new_7049017c444771fe.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test_cell_new_7049017c444771fe.pyc,cpython-38,3413,603
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test_copying___code___0fa2b66588bf63f5.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test_copying___code___0fa2b66588bf63f5.pyc,cpython-38,3413,593
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test_dir_includes_correct_attrs_1d4b644fdbf34daf.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test_dir_includes_correct_attrs_1d4b644fdbf34daf.pyc,cpython-38,3413,636
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test_duplicate_function_equality_1b68d74002b5f6fb.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test_duplicate_function_equality_1b68d74002b5f6fb.pyc,cpython-38,3413,592
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test_empty_cell_f4e0b0ff6f80bb89.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test_empty_cell_f4e0b0ff6f80bb89.pyc,cpython-38,3413,683
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test_func_default_args_c81470616c4bf81b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test_func_default_args_c81470616c4bf81b.pyc,cpython-38,3413,1034
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test_module_7f2652302f2811ee.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test_module_7f2652302f2811ee.pyc,cpython-38,3413,433
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_FunctionPropertiesTest_test_set_cell_d8b2062e630b1c31.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_FunctionPropertiesTest_test_set_cell_d8b2062e630b1c31.pyc,cpython-38,3413,885
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_InstancemethodAttrTest_test___class___4abc5adb569f38f5.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_InstancemethodAttrTest_test___class___4abc5adb569f38f5.pyc,cpython-38,3413,510
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_InstancemethodAttrTest_test___func___08727eb4fee0dab5.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_InstancemethodAttrTest_test___func___08727eb4fee0dab5.pyc,cpython-38,3413,505
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_InstancemethodAttrTest_test___func___non_method_fb928896502649ab.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_InstancemethodAttrTest_test___func___non_method_fb928896502649ab.pyc,cpython-38,3413,676
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_InstancemethodAttrTest_test___self___bc01ea6b9df9ec30.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_InstancemethodAttrTest_test___self___bc01ea6b9df9ec30.pyc,cpython-38,3413,498
data/rq3/cpython-3.8/seeds/cpython_case_test_funcattrs_StaticMethodAttrsTest_test_func_attribute_025b6a84c50d66a6.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_funcattrs_StaticMethodAttrsTest_test_func_attribute_025b6a84c50d66a6.pyc,cpython-38,3413,620
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_access_from_class_e45cd13b74a1655a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_access_from_class_e45cd13b74a1655a.pyc,cpython-38,3413,478
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_cached_attribute_name_differs_from_func_name_202f7ccdb0713993.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_cached_attribute_name_differs_from_func_name_202f7ccdb0713993.pyc,cpython-38,3413,575
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_cached_ef7efd4c49706f6b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_cached_ef7efd4c49706f6b.pyc,cpython-38,3413,464
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_doc_9d1beb03d16028ea.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_doc_9d1beb03d16028ea.pyc,cpython-38,3413,460
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_immutable_dict_192eddecdabba52c.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_immutable_dict_192eddecdabba52c.pyc,cpython-38,3413,1102
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_object_with_slots_3de9edc4777d808b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_object_with_slots_3de9edc4777d808b.pyc,cpython-38,3413,587
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_reuse_different_names_5ea227b1e0a35d92.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_reuse_different_names_5ea227b1e0a35d92.pyc,cpython-38,3413,1005
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_reuse_same_name_de21c4a579228542.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_reuse_same_name_de21c4a579228542.pyc,cpython-38,3413,1018
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_set_name_not_called_9d38a63896ed0ecb.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_set_name_not_called_9d38a63896ed0ecb.pyc,cpython-38,3413,882
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCachedProperty_test_threaded_fbc333191f3dad55.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCachedProperty_test_threaded_fbc333191f3dad55.pyc,cpython-38,3413,1025
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCmpToKey_test_bad_cmp_7918ba97eccf81f4.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCmpToKey_test_bad_cmp_7918ba97eccf81f4.pyc,cpython-38,3413,1084
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCmpToKey_test_cmp_to_key_470b21760c522098.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCmpToKey_test_cmp_to_key_470b21760c522098.pyc,cpython-38,3413,978
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCmpToKey_test_cmp_to_key_arguments_8d22f56110757b7d.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCmpToKey_test_cmp_to_key_arguments_8d22f56110757b7d.pyc,cpython-38,3413,941
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCmpToKey_test_hash_543a9f827a7615aa.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCmpToKey_test_hash_543a9f827a7615aa.pyc,cpython-38,3413,666
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCmpToKey_test_obj_field_3a595b695b4ac32d.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCmpToKey_test_obj_field_3a595b695b4ac32d.pyc,cpython-38,3413,599
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCmpToKey_test_sort_int_5a22fe11a125a1c7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCmpToKey_test_sort_int_5a22fe11a125a1c7.pyc,cpython-38,3413,628
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestCmpToKey_test_sort_int_str_969086a5e5cdce42.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestCmpToKey_test_sort_int_str_969086a5e5cdce42.pyc,cpython-38,3413,881
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_copy_e775144c50f28514.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_copy_e775144c50f28514.pyc,cpython-38,3413,787
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_deepcopy_843364f2f5e137f8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_deepcopy_843364f2f5e137f8.pyc,cpython-38,3413,801
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_kwargs_order_a6dded8f8d2e028c.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_kwargs_order_a6dded8f8d2e028c.pyc,cpython-38,3413,780
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_b98539f6bee2c61a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_b98539f6bee2c61a.pyc,cpython-38,3413,2116
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_bug_35780_e8c26ccddb18d45c.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_bug_35780_e8c26ccddb18d45c.pyc,cpython-38,3413,786
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_bug_36650_76953898778c35c7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_bug_36650_76953898778c35c7.pyc,cpython-38,3413,615
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_cache_decoration_ffeb8d53df521928.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_cache_decoration_ffeb8d53df521928.pyc,cpython-38,3413,679
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_cache_threaded2_92e2f948f49a2c57.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_cache_threaded2_92e2f948f49a2c57.pyc,cpython-38,3413,1401
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_cache_threaded3_f193a33e1b3d4571.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_cache_threaded3_f193a33e1b3d4571.pyc,cpython-38,3413,1125
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_cache_threaded_e8791bc6f80d04af.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_cache_threaded_e8791bc6f80d04af.pyc,cpython-38,3413,1939
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_hash_only_once_99b2425fee669766.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_hash_only_once_99b2425fee669766.pyc,cpython-38,3413,1065
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_method_30166ee13fa0526f.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_method_30166ee13fa0526f.pyc,cpython-38,3413,1508
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_no_args_fc61f00bab91c146.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_no_args_fc61f00bab91c146.pyc,cpython-38,3413,760
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_reentrancy_with_len_9e4ed8aceaee91d8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_reentrancy_with_len_9e4ed8aceaee91d8.pyc,cpython-38,3413,615
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_star_arg_handling_51927baf284e2e76.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_star_arg_handling_51927baf284e2e76.pyc,cpython-38,3413,617
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_type_error_27738ba5cae1421b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_type_error_27738ba5cae1421b.pyc,cpython-38,3413,826
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_with_exceptions_275f0a6c5ed425cc.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_with_exceptions_275f0a6c5ed425cc.pyc,cpython-38,3413,773
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_with_keyword_args_1634ba7329a81b06.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_with_keyword_args_1634ba7329a81b06.pyc,cpython-38,3413,1073
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_with_keyword_args_maxsize_none_d48d96920d5b2be0.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_with_keyword_args_maxsize_none_d48d96920d5b2be0.pyc,cpython-38,3413,1092
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_with_maxsize_negative_20f7455551fa161c.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_with_maxsize_negative_20f7455551fa161c.pyc,cpython-38,3413,902
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_with_maxsize_none_7965291565bdc198.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_with_maxsize_none_7965291565bdc198.pyc,cpython-38,3413,1063
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_lru_with_types_7e3cbe938a1f89a1.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_lru_with_types_7e3cbe938a1f89a1.pyc,cpython-38,3413,897
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_need_for_rlock_d2b9cdd7a29f7b5a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_need_for_rlock_d2b9cdd7a29f7b5a.pyc,cpython-38,3413,1472
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_need_for_rlock_test_func_79d4d3cf12b40105.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_need_for_rlock_test_func_79d4d3cf12b40105.pyc,cpython-38,3413,390
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestLRU_test_pickle_29e43edc998821e9.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestLRU_test_pickle_29e43edc998821e9.pyc,cpython-38,3413,655
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialC_test_attributes_unwritable_763df1de95792beb.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialC_test_attributes_unwritable_763df1de95792beb.pyc,cpython-38,3413,751
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialC_test_keystr_replaces_value_a4d04081f4acf234.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialC_test_keystr_replaces_value_a4d04081f4acf234.pyc,cpython-38,3413,900
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialC_test_manually_adding_non_string_keyword_bb8dcb75994d4b03.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialC_test_manually_adding_non_string_keyword_bb8dcb75994d4b03.pyc,cpython-38,3413,596
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_abstract_92c9608ae642b85f.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_abstract_92c9608ae642b85f.pyc,cpython-38,3413,1013
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_arg_combinations_246a0b264cee9c48.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_arg_combinations_246a0b264cee9c48.pyc,cpython-38,3413,1209
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_bound_method_introspection_a25c5e171898016f.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_bound_method_introspection_a25c5e171898016f.pyc,cpython-38,3413,565
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_descriptors_c3757a6086e5c41a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_descriptors_c3757a6086e5c41a.pyc,cpython-38,3413,792
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_invalid_args_e232d7c690809499.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_invalid_args_e232d7c690809499.pyc,cpython-38,3413,1120
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_nested_84364e6c2817aeb8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_nested_84364e6c2817aeb8.pyc,cpython-38,3413,634
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_over_partial_c3b342de071e1275.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_over_partial_c3b342de071e1275.pyc,cpython-38,3413,660
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_overriding_keywords_cad6c0750f3440e8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_overriding_keywords_cad6c0750f3440e8.pyc,cpython-38,3413,512
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_positional_only_5895eadbd85459c5.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_positional_only_5895eadbd85459c5.pyc,cpython-38,3413,597
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_repr_9a2e537ba7c987f5.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_repr_9a2e537ba7c987f5.pyc,cpython-38,3413,497
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartialMethod_test_unbound_method_retrieval_72adb715857b90e3.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartialMethod_test_unbound_method_retrieval_72adb715857b90e3.pyc,cpython-38,3413,584
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_arg_combinations_c15983b75174fc43.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_arg_combinations_c15983b75174fc43.pyc,cpython-38,3413,590
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_argument_checking_6e1e3673ae84f54d.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_argument_checking_6e1e3673ae84f54d.pyc,cpython-38,3413,540
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_attributes_f896f1caac5865ed.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_attributes_f896f1caac5865ed.pyc,cpython-38,3413,555
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_basic_examples_241cab0b43a57f67.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_basic_examples_241cab0b43a57f67.pyc,cpython-38,3413,809
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_copy_59c815aa46551704.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_copy_59c815aa46551704.pyc,cpython-38,3413,583
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_deepcopy_582dc8cd606f9810.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_deepcopy_582dc8cd606f9810.pyc,cpython-38,3413,662
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_error_propagation_dd819640606c23cf.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_error_propagation_dd819640606c23cf.pyc,cpython-38,3413,670
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_keyword_b86d7d48cdf9c689.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_keyword_b86d7d48cdf9c689.pyc,cpython-38,3413,561
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_kw_combinations_e2e08eeb649181fe.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_kw_combinations_e2e08eeb649181fe.pyc,cpython-38,3413,669
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_kwargs_copy_c4be02678809e022.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_kwargs_copy_c4be02678809e022.pyc,cpython-38,3413,515
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_nested_optimization_74ec01e5eb290643.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_nested_optimization_74ec01e5eb290643.pyc,cpython-38,3413,529
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_nested_partial_with_attribute_9b777f83ee393976.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_nested_partial_with_attribute_9b777f83ee393976.pyc,cpython-38,3413,641
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_no_side_effects_1a4ad1ccab704b4e.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_no_side_effects_1a4ad1ccab704b4e.pyc,cpython-38,3413,604
data/rq3/cpython-3.8/seeds/cpython_case_test_functools_TestPartial_test_pickle_0c27d13c1da254ab.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_functools_TestPartial_test_pickle_0c27d13c1da254ab.pyc,cpython-38,3413,623
