unique_bug_id,python_tag,status,signal,stack_source,signature,findings,example,artifact_path
cpython-311-e763a2c86fa7,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:visit_decref|func_traverse|subtract_refs|deduce_unreachable|gc_collect_main|gc_collect_with_callback|gc_collect_generations|_PyObject_GC_Link|_PyType_AllocNoTrack|PyType_GenericAlloc|type_new_alloc|type_new_init|type_new_impl|type_new|type_call|_PyObject_MakeTpCall",6,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5ad81da6531b.STACK.190be21d72.CODE.1.ADDR.200000007.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e763a2c86fa7.pyc
cpython-311-e788feba5ef2,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyUnicode_JoinArray|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5ad69f094573.STACK.c85126021.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%r13.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e788feba5ef2.pyc
cpython-311-e8befefd0ddb,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyDict_SetItem|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|builtin___build_class__|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject",4,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.56435110a55f.STACK.c5c836196.CODE.1.ADDR.a.INSTR.addq___$0x1,(%r12).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e8befefd0ddb.pyc
cpython-311-eb5098221d22,cpython-311,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|??|??|??|??|free|_PyMem_RawFree|PyObject_Free|PyObject_GC_Del|set_dealloc|_Py_Dealloc|Py_DECREF|Py_XDECREF|_PyFrame_Clear|gen_send_ex2|gen_iternext",12,"data/rq3/cpython-3.11/fuzz/crashes/SIGABRT.PC.7038320909fc.STACK.e4b0bb1be.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-eb5098221d22.pyc
cpython-311-ec10e80c74ee,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyEval_EvalFrameDefault|_PyEval_EvalFrame|gen_send_ex2|gen_iternext|builtin_all|cfunction_vectorcall_O|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.59d83c2328fb.STACK.cf3fea1e3.CODE.1.ADDR.8.INSTR.mov____0x8(%r12),%rax.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-ec10e80c74ee.pyc
cpython-311-edf710a1cafb,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_LookupAttr|import_from|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main",15,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.624c21b6ca88.STACK.19b05b8cde.CODE.128.ADDR.0.INSTR.movzbl_(%r12,%r14,1),%ebx.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-edf710a1cafb.pyc
cpython-311-f2a6601a913d,cpython-311,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|??|??|??|free|_PyMem_RawFree|PyObject_Free|object_dealloc|_Py_Dealloc|Py_DECREF|Py_XDECREF|code_dealloc|_Py_Dealloc|Py_DECREF|func_dealloc|_Py_Dealloc",4,"data/rq3/cpython-3.11/fuzz/crashes/SIGABRT.PC.76c772a299fc.STACK.f5756095e.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-f2a6601a913d.pyc
cpython-311-f4ffcfa646c0,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyAsyncGenValueWrapperNew|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",2,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.58f10b4bb5ea.STACK.19fe018189.CODE.1.ADDR.1ffffffff.INSTR.addq___$0x1,(%r14).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-f4ffcfa646c0.pyc
cpython-311-f5b1847d453a,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:binary_op1|binary_iop1|PyNumber_InPlaceAdd|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.6525a875fa88.STACK.d75f36436.CODE.1.ADDR.3eb7.INSTR.movzbl_(%r12,%r14,1),%ebx.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-f5b1847d453a.pyc
cpython-311-f77a5d0f388f,cpython-311,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18e629a3a7,8,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5789133f831f.STACK.18e629a3a7.CODE.128.ADDR.0.INSTR.mov____0xa8(%r15),%r12.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-f77a5d0f388f.pyc
cpython-311-fe1f9c5aa0ba,cpython-311,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1932c19c4e,1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5ee6ab404dac.STACK.1932c19c4e.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%r14.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-fe1f9c5aa0ba.pyc
cpython-312-010c889c5686,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:??|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",189,data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.0.STACK.f1b87c4eb.CODE.1.ADDR.0.INSTR.[NOT_MMAPED].pyc,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-010c889c5686.pyc
cpython-312-056e0268a396,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_GetIter|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|builtin___build_class__|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject",1,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.5ac8ae9e07cb.STACK.d3fc55ca8.CODE.1.ADDR.100000007.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-056e0268a396.pyc
cpython-312-061e3a384fb4,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:initialize_locals|_PyEvalFramePushAndInit|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main",4,"data/rq3/cpython-3.12/fuzz/crashes/SIGBUS.PC.63100ec01100.STACK.18b44a6bcd.CODE.2.ADDR.744ec1c55000.INSTR.cmpq___$0x1,0x48(%rax,%rbx,8).pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-061e3a384fb4.pyc
cpython-312-078fd396a487,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:binary_op1|binary_op|PyNumber_Subtract|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain",4,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.57be43d09c86.STACK.dfbe1fe98.CODE.1.ADDR.8.INSTR.mov____0x8(%rax),%r14.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-078fd396a487.pyc
cpython-312-090de9f253b0,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyDict_SetItem|_PyObjectDict_SetItem|_PyObject_GenericSetAttrWithDict|PyObject_GenericSetAttr|PyObject_SetAttr|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame",3,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.57d2c991ea79.STACK.1a0f0a080b.CODE.1.ADDR.ffffffff.INSTR.mov____(%r12),%ebx.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-090de9f253b0.pyc
cpython-312-0a687ec86931,cpython-312,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|fatal_error_exit|fatal_error|_Py_FatalErrorFunc|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python",518,"data/rq3/cpython-3.12/fuzz/crashes/SIGABRT.PC.6ffca34d39fc.STACK.19f0104456.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0a687ec86931.pyc
cpython-312-0a8e10a2d8b5,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyVectorcall_FunctionInline|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode",8,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.5834afc6ffcf.STACK.1876290be6.CODE.128.ADDR.0.INSTR.mov____0xa8(%r14),%rbx.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0a8e10a2d8b5.pyc
cpython-312-0c510e332b96,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:visit_decref|func_traverse|subtract_refs|deduce_unreachable|gc_collect_main|gc_collect_with_callback|gc_collect_generations|_Py_RunGC|_Py_HandlePending|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file",3,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.5fa86528db7b.STACK.1ab3674462.CODE.1.ADDR.100000007.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0c510e332b96.pyc
cpython-312-0e82a511c4a2,cpython-312,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|??|??|malloc|_PyMem_RawMalloc|PyObject_Malloc|gc_alloc|_PyObject_GC_New|tb_create_raw|_PyTraceBack_FromFrame|PyTraceBack_Here|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj",1,"data/rq3/cpython-3.12/fuzz/crashes/SIGABRT.PC.747c458e19fc.STACK.193459d328.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0e82a511c4a2.pyc
cpython-312-0fff0eb1f38c,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main|Py_BytesMain",14,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.55833fa7bfcb.STACK.19769b67a1.CODE.1.ADDR.8.INSTR.mov____0x8(%r13),%r14.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0fff0eb1f38c.pyc
cpython-312-137d84c32dfb,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_LookupSpecial|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main|Py_BytesMain",2,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.59c6bbe18de8.STACK.19b1ab7587.CODE.1.ADDR.8.INSTR.mov____0x8(%rbx),%rcx.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-137d84c32dfb.pyc
cpython-312-15fb7a185bb9,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:get_tools_for_instruction|call_instrumentation_vector|_Py_call_instrumentation|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode",3,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.61c19031d5b8.STACK.18184ff7dc.CODE.1.ADDR.20.INSTR.mov____0x20(%rax),%r15.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-15fb7a185bb9.pyc
cpython-312-169d43653538,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:func_clear|func_dealloc|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj",36,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.55aaf16fd1ec.STACK.18ed92e490.CODE.1.ADDR.ffffffff.INSTR.mov____(%r15),%r12.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-169d43653538.pyc
cpython-312-187cea9ef555,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyImport_ImportModuleLevelObject|import_name|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main",2,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.64191fa0d9ba.STACK.18b44da4b9.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%rax.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-187cea9ef555.pyc
cpython-312-191e2a349ee3,cpython-312,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|??|??|??|free|_PyMem_RawFree|PyObject_Free|object_dealloc|_Py_Dealloc|Py_DECREF|Py_XDECREF|code_dealloc|_Py_Dealloc|Py_DECREF|func_dealloc|_Py_Dealloc",3,"data/rq3/cpython-3.12/fuzz/crashes/SIGABRT.PC.7f8ea4aa99fc.STACK.e8338ae9b.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-191e2a349ee3.pyc
cpython-312-1b42a384e806,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyTuple_FromArray|_PyObject_MakeTpCall|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector",6,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.5743b806ff20.STACK.18b397be70.CODE.1.ADDR.6.INSTR.mov____(%r14),%r13d.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1b42a384e806.pyc
cpython-312-1b6ffdc799dd,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyEval_EvalFrameDefault|_PyEval_EvalFrame|gen_send_ex2|gen_send_ex|gen_send|method_vectorcall_O|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject",1,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.63680f5e3cb4.STACK.f50474db5.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%rax.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1b6ffdc799dd.pyc
cpython-312-1d40eac1d9ad,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_LookupAttr|import_from|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main",8,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.55fe424b03d8.STACK.ca7d83901.CODE.1.ADDR.8.INSTR.mov____0x8(%rbx),%r12.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1d40eac1d9ad.pyc
cpython-312-1d8a3dacf8bd,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyFunction_NewWithQualName|PyFunction_New|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main",16,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.559ced862878.STACK.18f1c628ce.CODE.1.ADDR.0.INSTR.mov____(%r14),%ebx.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1d8a3dacf8bd.pyc
cpython-312-21af7f8c8866,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_GetItem|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",2,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.59903275ad02.STACK.de4cb44ff.CODE.128.ADDR.0.INSTR.mov____0x70(%r15),%rax.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-21af7f8c8866.pyc
cpython-312-21d64628d74b,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:get_tools_for_instruction|call_instrumentation_vector|_Py_call_instrumentation_arg|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain",7,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.59d5ec38c5b8.STACK.c7f848422.CODE.1.ADDR.20.INSTR.mov____0x20(%rax),%r15.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-21d64628d74b.pyc
cpython-312-2334830d3a33,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:frame_get_var|_PyFrame_GetLocals|frame_getlocals|PyFrame_GetLocals|get_suggestions_for_name_error|offer_suggestions_for_name_error|_Py_Offer_Suggestions|print_exception_suggestions|print_exception|print_exception_recursive|_PyErr_Display|PyErr_Display|sys_excepthook_impl|sys_excepthook|cfunction_vectorcall_FASTCALL|_PyObject_VectorcallTstate",1,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.643588db7754.STACK.1877a648cb.CODE.1.ADDR.10.INSTR.mov____0x10(%rax),%rax.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2334830d3a33.pyc
cpython-312-287217f8ee5e,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyDict_SetItem|_PyDict_FromItems|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main",1,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.5fdcfdd781af.STACK.cbc16c0b4.CODE.1.ADDR.0.INSTR.mov____(%r12),%ebx.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-287217f8ee5e.pyc
cpython-312-28be946ac169,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_IS_GC|visit_decref|dict_traverse|subtract_refs|deduce_unreachable|gc_collect_main|gc_collect_with_callback|PyGC_Collect|Py_FinalizeEx|Py_RunMain|pymain_main|Py_BytesMain|main",1,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.622564475b7f.STACK.c7974c9e5.CODE.1.ADDR.a7.INSTR.mov____0xa8(%r15),%r12.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-28be946ac169.pyc
cpython-312-2968a13eea15,cpython-312,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|??|??|??|realloc|_PyMem_RawRealloc|PyObject_Realloc|resize_compact|_PyUnicodeWriter_Finish|%U\n"", vargs=0x7fff9b892870)|%U\n"")|tb_displayline|tb_printinternal|_PyTraceBack_Print_Indented|print_exception_traceback|print_exception",1,"data/rq3/cpython-3.12/fuzz/crashes/SIGABRT.PC.73b12297b9fc.STACK.1b4f346af2.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2968a13eea15.pyc
cpython-312-2a5effb1e7b9,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_GetIter|unpack_iterable|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj",3,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.5e8fd68817cb.STACK.19a674e1f6.CODE.1.ADDR.100000007.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2a5effb1e7b9.pyc
cpython-312-2b79b5012e22,cpython-312,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:get_tools_for_instruction|call_instrumentation_vector|_Py_call_instrumentation_2args|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain",1,"data/rq3/cpython-3.12/fuzz/crashes/SIGSEGV.PC.602b667af5b8.STACK.18f05a1225.CODE.1.ADDR.20.INSTR.mov____0x20(%rax),%r15.pyc",data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2b79b5012e22.pyc
