unique_bug_id,python_tag,status,signal,stack_source,signature,findings,example,artifact_path
cpython-311-42ca23aebbae,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PySlice_New|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",12,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.55a0de07ee18.STACK.19098a2836.CODE.1.ADDR.1ffffffff.INSTR.addq___$0x1,(%r15).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-42ca23aebbae.pyc
cpython-311-4825097c6720,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:Py_INCREF|Py_XINCREF|PyException_GetContext|_PyErr_SetObject|_PyErr_SetString|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file",2,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5bdf039a259a.STACK.c70abd15e.CODE.2.ADDR.5bdf03a83860.INSTR.addq___$0x1,(%rbx).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-4825097c6720.pyc
cpython-311-492ff1fe49e3,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:visit_decref|func_traverse|subtract_refs|deduce_unreachable|gc_collect_main|gc_collect_with_callback|PyGC_Collect|Py_FinalizeEx|Py_RunMain|pymain_main|Py_BytesMain|main",68,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.55861dc2931b.STACK.e1a76e1fc.CODE.1.ADDR.200000007.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-492ff1fe49e3.pyc
cpython-311-4f167c8f9636,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_GetMethod|match_keys|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|gen_send_ex2|PyGen_am_send|PyIter_Send|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|gen_send_ex2|gen_send_ex|gen_send|method_vectorcall_O|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5a681c779777.STACK.e88ab82f3.CODE.1.ADDR.10200000007.INSTR.mov____0x8(%rbx),%r14.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-4f167c8f9636.pyc
cpython-311-50ceb940552a,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:gc_list_remove|PyObject_GC_Del|maybe_freelist_clear|_PyTuple_ClearFreeList|clear_freelists|gc_collect_main|gc_collect_with_callback|PyGC_Collect|Py_FinalizeEx|Py_RunMain|pymain_main|Py_BytesMain|main",6,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.56b07e929671.STACK.f1ed9f651.CODE.128.ADDR.0.INSTR.mov____%rax,(%rcx).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-50ceb940552a.pyc
cpython-311-50eef3c67ce7,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_GC_UNTRACK|PyObject_GC_UnTrack|subtype_dealloc|_Py_Dealloc|Py_DECREF|tupleiter_next|list_extend|list___init___impl|list_vectorcall|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.6205b8b2bb81.STACK.189664d3eb.CODE.128.ADDR.0.INSTR.mov____%rax,(%rcx).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-50eef3c67ce7.pyc
cpython-311-51b2310537d9,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:??|PyObject_Repr|unicode_fromformat_arg|PyUnicode_FromFormatV|_PyErr_FormatV|_PyErr_Format|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj",2,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.56b1edca1efb.STACK.ed5ccc8a9.CODE.1.ADDR.e.INSTR.mov____0x8(%r15),%rbx.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-51b2310537d9.pyc
cpython-311-5746eeb92335,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_Py_DumpExtensionModules|fatal_error|_Py_FatalErrorFunc|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5f9ff89b1cac.STACK.cb2351cdf.CODE.128.ADDR.0.INSTR.mov____0x8(%r15,%r13,1),%rax.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-5746eeb92335.pyc
cpython-311-5759b93de53b,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyTuple_FromArray|_PyObject_MakeTpCall|type_vectorcall|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.60075f867000.STACK.d31690013.CODE.1.ADDR.0.INSTR.addq___$0x1,(%r14).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-5759b93de53b.pyc
cpython-311-5821f496f911,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:list_extend|_PyList_Extend|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5644567fe164.STACK.c80772ca8.CODE.1.ADDR.200000007.INSTR.mov____0x8(%rbx),%rax.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-5821f496f911.pyc
cpython-311-59f5f21e80ec,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_LookupSpecial|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.562f1d64359c.STACK.1849f30d3d.CODE.1.ADDR.200000007.INSTR.mov____0x8(%rbx),%rax.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-59f5f21e80ec.pyc
cpython-311-5a5088aea356,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:Py_INCREF|Py_XINCREF|PyException_GetContext|_PyErr_SetObject|_PyErr_FormatV|PyErr_Format|_PyObject_GenericGetAttrWithDict|PyObject_GenericGetAttr|PyObject_GetAttr|_PyModuleSpec_IsInitializing|import_ensure_initialized|PyImport_ImportModuleLevelObject|PyImport_ImportModuleLevel|PyImport_Import|PyImport_ImportModule|display_source_line_with_margin",4,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.57198312459a.STACK.e9e0127e3.CODE.1.ADDR.1.INSTR.addq___$0x1,(%rbx).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-5a5088aea356.pyc
cpython-311-5bdaa1635e51,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_Py_Specialize_Precall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.57aad6b6692f.STACK.dc72ae39e.CODE.1.ADDR.26b020c.INSTR.mov____0xa8(%rbx),%r15.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-5bdaa1635e51.pyc
cpython-311-5e17ee64a60a,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_GetIter|unpack_iterable|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj",6,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.612569ed6ddb.STACK.1a08ec1160.CODE.1.ADDR.200000007.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-5e17ee64a60a.pyc
cpython-311-5ec7fc596442,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_Py_DumpExtensionModules|fatal_error|_Py_FatalErrorFunc|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.61f494c42cac.STACK.1870cfb795.CODE.128.ADDR.0.INSTR.mov____0x8(%r15,%r13,1),%rax.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-5ec7fc596442.pyc
cpython-311-63207017d9b7,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyDict_FromItems|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",21,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.56322e54416c.STACK.1af5f44e63.CODE.1.ADDR.8.INSTR.cmp____%r14,0x8(%rax).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-63207017d9b7.pyc
cpython-311-67e7fa191402,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:??|_PyObject_IS_GC|visit_decref|func_traverse|subtract_refs|deduce_unreachable|gc_collect_main|gc_collect_with_callback|gc_collect_generations|_PyObject_GC_Link|gc_alloc|_PyObject_GC_NewVar|tuple_alloc|_PyTuple_FromArray|_PyObject_MakeTpCall|type_vectorcall",3,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5e66f213b31b.STACK.1bcfb68838.CODE.1.ADDR.200000007.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-67e7fa191402.pyc
cpython-311-697fc254bc06,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyTuple_FromArray|_PyObject_MakeTpCall|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python",11,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.565503e3a000.STACK.cf6651a51.CODE.1.ADDR.0.INSTR.addq___$0x1,(%r14).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-697fc254bc06.pyc
cpython-311-6b1627b229bf,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:visit_decref|func_traverse|subtract_refs|deduce_unreachable|gc_collect_main|gc_collect_with_callback|gc_collect_generations|_PyObject_GC_Link|gc_alloc|_PyObject_GC_New|PyList_New|ste_new|symtable_enter_block|symtable_visit_expr|_PySymtable_Build|_PyAST_Compile",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.6183b87c531b.STACK.1b4288cf59.CODE.1.ADDR.200000007.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-6b1627b229bf.pyc
cpython-311-6cca9dce7108,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|builtin___build_class__|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject",8,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5753453bed3d.STACK.c9dc635d5.CODE.128.ADDR.0.INSTR.addq___$0x1,(%rax).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-6cca9dce7108.pyc
cpython-311-6cedcfc58d9d,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_GetMethod|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",194,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.6258ae210777.STACK.c086bf138.CODE.1.ADDR.200000007.INSTR.mov____0x8(%rbx),%r14.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-6cedcfc58d9d.pyc
cpython-311-6d4ced3ba815,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|_PyFunction_Vectorcall|_PyObject_VectorcallTstate|PyObject_CallOneArg|call_unbound_noarg|mro_invoke|mro_internal|type_ready_mro|type_ready|PyType_Ready|type_new_impl|type_new|type_call|_PyObject_MakeTpCall",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.59e6452ee67c.STACK.ebe1e13be.CODE.1.ADDR.0.INSTR.mov____0x0(%r13),%rbx.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-6d4ced3ba815.pyc
cpython-311-6fa6691cd327,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:Py_INCREF|Py_XINCREF|PyException_GetContext|_PyErr_SetObject|_PyErr_SetString|PyErr_SetString|long_divrem|l_divmod|long_div|binary_op1|binary_op|PyNumber_FloorDivide|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.634d80c7459a.STACK.cf0000b21.CODE.1.ADDR.1.INSTR.addq___$0x1,(%rbx).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-6fa6691cd327.pyc
cpython-311-6ffbf440bc0e,cpython-311,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|fatal_error_exit|fatal_error|_Py_FatalErrorFunc|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|gen_send_ex2|gen_send_ex|gen_send|method_vectorcall_O|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode",4,"data/rq3/cpython-3.11/fuzz/crashes/SIGABRT.PC.76c1342bf9fc.STACK.1976ffaedb.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-6ffbf440bc0e.pyc
cpython-311-7030ba6b9636,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:visit_decref|tupletraverse|subtract_refs|deduce_unreachable|gc_collect_main|gc_collect_with_callback|PyGC_Collect|Py_FinalizeEx|Py_RunMain|pymain_main|Py_BytesMain|main",12,"data/rq3/cpython-3.11/fuzz/crashes/SIGABRT.PC.76d1b2ffe9fc.STACK.f5756f699.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-7030ba6b9636.pyc
cpython-311-71d66c0dd918,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:Py_XDECREF|tupledealloc|_Py_Dealloc|Py_DECREF|Py_XDECREF|tupledealloc|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5b90a6759933.STACK.19d5a1d470.CODE.1.ADDR.1ffffffff.INSTR.mov____0x0(%r13),%r14.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-71d66c0dd918.pyc
cpython-311-720d71dace6f,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyDict_SetItem_Take2|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod",3,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5617b7f21161.STACK.19cb95f136.CODE.1.ADDR.200000007.INSTR.mov____0x8(%r12),%rax.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-720d71dace6f.pyc
cpython-311-72d076ae3d30,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_LookupAttr|import_from|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|builtin___build_class__|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.621d33ccca90.STACK.1996262373.CODE.1.ADDR.9.INSTR.mov____0x8(%r12),%rbx.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-72d076ae3d30.pyc
cpython-311-73ce8e00b684,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_LookupAttr|import_from|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj",10,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.560f33c9ba88.STACK.184ca32c89.CODE.1.ADDR.200000007.INSTR.mov____0x8(%rbx),%r13.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-73ce8e00b684.pyc
cpython-311-746ceac13e0e,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:Py_XDECREF|list_dealloc|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main",3,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.60cbfcc09625.STACK.1962ca97a8.CODE.1.ADDR.ffffffff.INSTR.mov____(%r12),%r14.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-746ceac13e0e.pyc
cpython-311-770410f7c39e,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:Py_INCREF|Py_XINCREF|PyCell_New|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain",2,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.5826035e30d0.STACK.19224fd726.CODE.1.ADDR.3.INSTR.addq___$0x1,(%r14).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-770410f7c39e.pyc
cpython-311-7750cad7cef0,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:Py_INCREF|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|_PyFunction_Vectorcall|_PyObject_VectorcallTstate|vectorcall_unbound|slot_tp_richcompare|object_richcompare|wrap_richcmpfunc|richcmp_ne|wrapperdescr_raw_call|wrapperdescr_call|_PyObject_MakeTpCall|_PyObject_VectorcallTstate|vectorcall_unbound",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.646cc2f79996.STACK.e0645d36f.CODE.1.ADDR.1e.INSTR.addq___$0x1,(%rbx).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-7750cad7cef0.pyc
cpython-311-7b6ab4e3ddeb,cpython-311,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:e0fb7eb42,1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.55d633d32cbd.STACK.e0fb7eb42.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%rax.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-7b6ab4e3ddeb.pyc
cpython-311-7eff7866b6bd,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:func_clear|func_dealloc|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj",11,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.556cbf45f105.STACK.184ca3556f.CODE.1.ADDR.1ffffffff.INSTR.mov____(%r15),%rbx.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-7eff7866b6bd.pyc
cpython-311-83a6d7d42ef7,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:??|PyObject_Hash|_PyDict_LoadGlobal|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL_KEYWORDS|_PyObject_VectorcallTstate|PyObject_Vectorcall|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode",1,data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.57cb0be31170.STACK.180c430cda.CODE.2.ADDR.57cb0be31170.INSTR.(bad)__.pyc,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-83a6d7d42ef7.pyc
cpython-311-8748dd3d40bc,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyEvalFramePushAndInit|_PyEval_Vector|_PyFunction_Vectorcall|_PyObject_VectorcallTstate|object_vacall|PyObject_CallMethodObjArgs|import_find_and_load|PyImport_ImportModuleLevelObject|import_name|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file",1,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.62fd6c709916.STACK.19f2cdf8f1.CODE.1.ADDR.76b827d9f0e8.INSTR.mov____%r13,(%r12).pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-8748dd3d40bc.pyc
cpython-311-888432a4eb45,cpython-311,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyDict_DelItem|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_Vector|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|_PyRun_SimpleFileObject|_PyRun_AnyFileObject|pymain_run_file_obj|pymain_run_file|pymain_run_python|Py_RunMain|pymain_main|Py_BytesMain",9,"data/rq3/cpython-3.11/fuzz/crashes/SIGSEGV.PC.556295f5a654.STACK.dae8a50ef.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%rax.pyc",data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-888432a4eb45.pyc
